English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
on one's own,לבד / בעצמו,7,band22,I did it on my own.
on purpose,בכוונה / במזיד,7,band22,Did you do that on purpose?
on sale,במבצע / להשיג,7,band22,These shoes are on sale.
on the contrary,להפך,8,band33july18,
on the grounds (that/of),על הבסיס ש,8,band33july18,I declined the offer on the grounds of my health.
on the one hand,מצד אחד,7,band22,"On the one hand, it's expensive."
on the other hand,מצד שני,7,band22,"On the other hand, it's good quality."
on the way,בדרך,7,band22,I met her on the way home.
on the whole,בסך הכל / בגדול,8,band22,"On the whole, it was a good day."
on time,בדיוק בזמן / בזמן,7,band22,The train arrived on time.
once again,שוב / פעם נוספת,6,band22,Let's try once again.
once more,פעם נוספת / עוד פעם,6,band22,Sing the song once more.
one,אחת,1,band22,"We use ""one"" in English."
one another,אחד את השני,7,band22,They help one another.
ongoing,מתמשך,8,band33july18,
online,באינטרנט,4,scrap,You can buy it online.
onto,אל / על,6,band22,Jump onto the platform.
open,לפתוח,4,band22,The door is open.
open up sth / open sth up,לפתוח משהו,7,band33july18,
opening,פתיחה,8,band33july18,The opening of the new theatre.
operate,להפעיל / לנתח,8,band22,Do you know how to operate this machine?
operation,פעולה / ניתוח,7,band22,She needs an operation.
opinion,דעה,6,band22,What's your opinion?
opportunity,הזדמנות,7,band22,This is a great opportunity.
oppose,להתנגד,9,"lexisband3,band33july18",Many people oppose the plan.
opposite,מול / הפוך / ניגוד,7,band22,They have opposite opinions.
opposition,התנגדות / אופוזיציה,9,band33july18,n
option,"אופציה, ברירה",9,"lexisband3,band33july18",What are my options?
optional,רשות / לא חובה,8,band33july18,adj
optionally,באופן אופציונלי,9,band33july18,adj
or so,בערך,7,band33july18,ten or so
or something (like that),או משהו כזה,7,band33july18,
oral,בעל פה,9,lexisband3,We have an oral exam tomorrow.
orange,כתום / תפוז,4,band22,She wore an orange dress.
order,הזמנה / סדר / צו / להזמין,6,band22,Please put these in order.
ordinary,רגיל / פשוט,7,band22,It was just an ordinary day.
organ,איבר,9,lexisband3,The heart is a vital organ.
organization,ארגון,9,band33july18,
organize,לארגן,6,band22,We need to organize our room.
origin,"מוצא, ראשית",9,"lexisband3,band33july18",What's the origin of this word?
original,מקורי / ראשוני,7,"band22,band33july18",This is the original copy.
originally,במקור,9,band33july18,adj
other than,מלבד,7,band33july18,
otherwise,אחרת,8,band33july18,
ought to,צריך / ראוי,8,band22,"We use ""ought to"" in English."
ours,שלנו,5,band22,The blue car is ours.
out of,מתוך,7,band33july18,The table is made out of wood. Out of all the people I saw today I enjoyed seeing the most!
out of date,לא עדכני,7,band33july18,
outcome,תוצאה,9,"lexisband3,band33july18",What was the outcome of the meeting?
outdoor,"חוץ, בחוץ",9,lexisband3,I love outdoor activities.
outline,"מתאר, לתאר בקצרה",9,"lexisband3,band33july18",Give me an outline of your plan.
output,תפוקה,9,"lexisband3,band33july18",The factory increased its output.
outstanding,יוצא דופן,9,lexisband3,She did an outstanding job.
over there,שם / שם ליד,6,band22,Put it over there.
overall,כולל / באופן כללי,8,band33july18,
overcome,להתגבר על,9,lexisband3,She overcame many obstacles.
overlook,"להתעלם, לא לשים לב",9,lexisband3,We can't overlook this problem.
owe,לחוב,9,lexisband3,I owe you $10.
owing to,בגלל,7,band33july18,
own,להחזיק,6,band33july18,n
owner,בעלים,7,band33july18,n
p.m.,"אחה""צ",6,band33july18,
pace,"קצב, פסיעה",9,lexisband3,Walk at a steady pace.
pack,לארוז,5,scrap,Pack your suitcase tonight.
package,חבילה,8,band33july18,
page,עמוד,4,band22,Turn to page 24.
pain,"כאב, צער",9,"lexisband3,band33july18",She felt a sharp pain in her chest.
painful,"כואב, מצער",9,"lexisband3,band33july18",It was a painful experience.
paint,צבע / לצבוע,7,band33july18,n
painter,צייר,8,band33july18,n
painting,ציור,8,band33july18,n
pair,זוג / צמד,6,band22,"We use ""pair"" in English."
panel,"פאנל, צוות",9,lexisband3,A panel of experts discussed the issue.
panic,פאניקה,9,lexisband3,"Don't panic, stay calm."
paper,נייר,4,band22,Write your name on the paper.
park,פארק,4,band22,The park has a nice playground.
parliament,פרלמנט,9,"lexisband3,band33july18",Parliament passed a new law.
part,חלק,6,band33july18,adj
part-time,במשרה חלקית,7,band33july18,
partial,חלקי,8,band33july18,adj
participant,משתתף,9,lexisband3,All participants received certificates.
participate,להשתתף,9,"lexisband3,band33july18",Everyone can participate in the discussion.
participation,השתתפות,9,band33july18,n
particular,מסוים / מיוחד,7,band22,Do you want a particular color?
particularly,במיוחד,9,band33july18,
partly,בחלקו,7,band33july18,
partner,שותף / בן זוג,6,band22,My partner and I work well together.
party,מסיבה,4,band22,Are you going to the party?
pass,לעבור / למסור / מעבר,6,band22,Please pass the salt.
pass away,למות / לעבור לעולם,7,band33july18,
pass on sth / pass sth on,להעביר משהו,7,band33july18,Please pass on this message as soon as you can.
passage,"קטע, מעבר",9,"lexisband3,band33july18",A passage between two houses. A passage of prose.
passenger,נוסע,6,band22,All passengers must fasten their seatbelts.
passion,תשוקה,9,lexisband3,He has a passion for music.
passive,פסיבי,9,"lexisband3,band33july18","Don't be so passive, take action!"
past,עבר / עבר ב / לצד,6,band22,It's half past three.
paste,להדביק,9,lexisband3,Copy and paste the text.
patch,טלאי,9,lexisband3,There's a patch on his jacket.
path,"דרך, שביל",9,lexisband3,Follow the path through the woods.
patience,סבלנות,9,lexisband3,Teaching requires patience.
pattern,"תבנית, דפוס",9,"lexisband3,band33july18",I noticed a pattern in the data.
pause,"הפסקה, להפסיק",9,lexisband3,Let's pause for a moment.
pay,לשלם,5,"scrap,band33july18",How much did you pay for that?
pay attention (to sth),לשים לב (למשהו),7,band33july18,
pay off,להשתלם,7,band33july18,We paid off our debts at last! His efforts paid off.
pay off sth / pay sth off,לשלם חוב,7,band33july18,We paid off our debts at last! His efforts paid off.
payment,תשלום,8,band33july18,n
peace,שלום,7,band33july18,adj
peaceful,שליו,8,band33july18,adj
peacefully,בשלווה,9,band33july18,adj
peak,"שיא, פסגה",9,lexisband3,We reached the mountain peak.
peculiar,"מוזר, מיוחד",9,lexisband3,He has peculiar habits.
peer,"עמית, בן גיל",9,lexisband3,Peer pressure affects teenagers.
pen,עט,1,band22,Can I borrow your pen?
penalty,עונש,9,lexisband3,The penalty for speeding is a fine.
pencil,עיפרון,1,band22,Use a pencil for the test.
people,אנשים,4,band22,Many people came to the party.
pepper,פלפל,7,band33july18,
per,לכל,6,band33july18,
perceive,"לתפוס, להבין",9,"lexisband3,band33july18",How do you perceive this situation?
percent,אחוז,8,band33july18,n
percentage,אחוז,9,band33july18,n
perception,תפיסה,9,band33july18,n
perfect,מושלם / מושלם,6,band22,The weather is perfect!
perform,"לבצע, להופיע",9,"lexisband3,band33july18",The band will perform tonight.
performance,ביצוע / הופעה,9,band33july18,n
period,תקופה,7,band33july18,
permanent,"קבוע, קיים",9,"lexisband3,band33july18",She has a permanent job.
permanently,באופן קבוע,9,band33july18,adv
permission,הרשאה,9,band33july18,n
permit,"להתיר, אישור",9,"lexisband3,band33july18",Smoking is not permitted here.
persist,להתמיד,9,lexisband3,"If you persist, you'll succeed."
person,אדם,4,scrap,She is a kind person.
person),אדם,8,band33july18,She was chair of the committee.
personal,אישי,8,band33july18,adv
personality,אישיות,9,"lexisband3,band33july18",She has a strong personality.
personally,באופן אישי,9,"lexisband3,band33july18",I personally disagree.
perspective,פרספקטיבה,9,"lexisband3,band33july18",Try to see things from my perspective.
persuade,לשכנע,9,"lexisband3,band33july18",I tried to persuade her to come.
phase,"שלב, פאזה",9,"lexisband3,band33july18",We're in the final phase of the project.
phenomena,תופעות,8,band33july18,n
phenomenon,תופעה,9,"lexisband3,band33july18",Global warming is a serious phenomenon.
philosophical,פילוסופי,9,lexisband3,That's a philosophical question.
phone,טלפון,4,band22,My phone is ringing.
photo,תמונה,4,band22,Take a photo of me.
photograph,תצלום / תמונה,5,band22,That's a beautiful photograph.
physical,"פיזי, גופני",9,"lexisband3,band33july18",Physical exercise is important.
physics,פיזיקה,8,band33july18,
pick up,להרים / לאסוף / לקטוף,5,scrap,Pick up your toys from the floor.
picture,תמונה,4,band22,Draw a picture of your house.
piece,חתיכה / חלק,5,scrap,May I have a piece of cake?
pilot,טייס,7,band33july18,
pioneer,חלוץ,9,lexisband3,He was a pioneer in computer science.
pity,"רחמים, חבל",9,lexisband3,What a pity you can't come!
pizza,פיצה,4,band22,Let's order pizza tonight.
place,מקום,4,"band22,band33july18",This is a nice place to live.
plain,"פשוט, ברור",9,lexisband3,The instructions are written in plain English.
planet,כוכב לכת,7,band33july18,
planning,תכנון,8,band33july18,
plant,צמח / מפעל / לשתול,7,band33july18,
plastic,פלסטיק,8,band33july18,
play,לשחק,4,"band22,band33july18",Do you want to play with me?
player,שחקן,7,band33july18,n
pleasant,נעים,6,scrap,What a pleasant surprise!
please,בבקשה,4,band22,Please sit down.
pleasure,הנאה,8,band33july18,It's a pleasure! (response to thanks)
plenty of,הרבה / שפע,7,band22,There is plenty of food for everyone.
plot,עלילה,9,lexisband3,The novel has an interesting plot.
plus,פלוס / בנוסף / תוספת,6,band22,Three plus two equals five.
pocket,כיס,7,band33july18,
poem,שיר,9,lexisband3,She wrote a beautiful poem.
point,נקודה / להצביע,7,band33july18,
point of view,נקודת מבט / דעה,8,band22,"From my point of view, you're wrong."
point out sth / point sth out,להצביע על משהו,7,band33july18,
pole,"מוט, עמוד",9,lexisband3,The flag flies on a tall pole.
police,משטרה,5,band22,Call the police!
police officer,שוטר/ת,4,scrap,The police officer helped us cross the street.
policy,מדיניות,9,"lexisband3,band33july18",What's the company's policy on overtime?
political,פוליטי,8,band33july18,n
politician,פוליטיקאי,9,band33july18,n
politics,פוליטיקה,9,"lexisband3,band33july18",He's not interested in politics.
poll,סקר,9,lexisband3,The poll shows support for the proposal.
pollution,זיהום,9,lexisband3,Air pollution is a serious problem.
pond,בריכה,9,lexisband3,There are fish in the pond.
pool,בריכה / מאגר,6,band33july18,A pool of water. A pool of resources.
popular,פופולרי / נפוץ,6,band22,This is a popular game.
population,אוכלוסייה,9,band33july18,
portion,"מנה, חלק",9,lexisband3,I'll have a small portion please.
portrait,דיוקן,9,lexisband3,They hung a portrait of the queen.
pose,"להציב, להוות",9,lexisband3,This poses a serious threat.
position,מיקום / עמדה / משרה,7,band22,She's in a difficult position.
positive,חיובי,8,band33july18,adv
positively,באופן חיובי,9,band33july18,adv
possess,"להחזיק, להיות בעל",9,"lexisband3,band33july18",He possesses great talent.
possession,החזקה / רכוש,9,band33july18,n
possessive,בעלני,9,band33july18,n
possibility,אפשרות,9,band33july18,n
possible,אפשרי,6,band22,Is it possible to change the date?
possibly,אולי,8,band33july18,n
post,לפרסם / לשלוח בדואר,6,band33july18,We posted our responses on the forum. I posted my letter. (British)
potential,פוטנציאל,9,"lexisband3,band33july18",She has great potential.
pound,פאונד,9,lexisband3,The bag weighs 5 pounds.
pour,למזוג / לשפוך,5,"scrap,band33july18",Pour the milk into the glass.
